,0,1,2,3,4,5,6,7,8,9,10,11,12
213,214.0,-11144.0,4677.0,31.09,3.0,-1.0,3.162,0.3162555344718533,12085.655,0.0,112.73,-0.0,0.0
214,215.0,-11070.0,4414.0,31.19,-1.0,-1.0,1.414,0.7072135785007072,11917.563,0.0,111.7,0.0,0.0
215,216.0,-11076.0,4257.0,31.09,-1.0,-2.0,2.236,0.44722719141323786,11865.91,0.0,110.99,0.0,0.0
216,217.0,-10981.0,4063.0,31.12,-4.0,-1.0,4.123,0.24254183846713556,11708.558,0.0,110.27,0.0,-0.0
217,218.0,-11332.0,3860.0,31.16,-2.0,-1.0,2.236,0.44722719141323786,11971.375,0.0,108.77,-0.0,-0.0
218,219.0,-10696.0,3594.0,31.06,2.0,4.0,4.472,0.22361359570661893,11283.672,0.0,108.54,-0.0,-0.0
219,220.0,-11126.0,3377.0,31.16,5.0,0.0,5.0,0.2,11627.21,0.0,106.85,-0.0,0.0
220,221.0,-11081.0,3328.0,31.12,1.0,2.0,2.236,0.44722719141323786,11569.967,0.0,106.68,-0.0,0.0
221,222.0,-10440.0,3014.0,31.16,2.0,-7.0,7.28,0.13736263736263735,10866.361,0.001,106.07,0.0,0.0
222,223.0,-10573.0,2844.0,31.16,4.0,2.0,4.472,0.22361359570661893,10948.82,0.0,105.02,0.0,0.0
223,224.0,-10606.0,2728.0,31.16,-6.0,1.0,6.083,0.1643925694558606,10951.22,0.001,104.39,0.0,-0.0
224,225.0,-9733.0,2562.0,31.09,1.0,0.0,1.0,1.0,10064.548,0.0,104.71,0.0,0.0
225,226.0,-10249.0,2287.0,31.16,-6.0,0.0,6.0,0.16666666666666666,10501.065,0.001,102.54,-0.0,-0.0
226,227.0,-10346.0,2146.0,31.09,1.0,-2.0,2.236,0.44722719141323786,10566.221,0.0,101.68,-0.0,-0.0
227,228.0,-9724.0,1949.0,31.16,-4.0,4.0,5.657,0.176772140710624,9917.398,0.001,101.29,-0.0,0.0
228,229.0,-9987.0,1785.0,31.16,3.0,-4.0,5.0,0.2,10145.265,0.0,100.09,-0.0,0.0
229,230.0,-9908.0,1670.0,31.16,-2.0,1.0,2.236,0.44722719141323786,10047.754,0.0,99.53,0.0,0.0
230,231.0,-9492.0,1437.0,31.16,-4.0,4.0,5.657,0.176772140710624,9600.158,0.001,98.57,0.0,0.0
231,232.0,-9661.0,1297.0,31.12,0.0,-7.0,7.0,0.14285714285714285,9747.673,0.001,97.6,0.0,-0.0
232,233.0,-9460.0,1132.0,31.12,-5.0,0.0,5.0,0.2,9527.488,0.001,96.78,0.0,-0.0
233,234.0,-9237.0,977.0,31.09,3.0,-2.0,3.606,0.27731558513588467,9288.525,0.0,96.0,-0.0,-0.0
234,235.0,-9456.0,756.0,31.12,-2.0,2.0,2.828,0.3536067892503536,9486.173,0.0,94.53,-0.0,0.0
235,236.0,-9026.0,701.0,31.12,5.0,-2.0,5.385,0.18570102135561747,9053.18,0.001,94.4,-0.0,0.0
236,237.0,-8999.0,513.0,31.16,1.0,1.0,1.414,0.7072135785007072,9013.61,0.0,93.22,0.0,0.0
237,238.0,-8909.0,394.0,31.22,-1.0,-3.0,3.162,0.3162555344718533,8917.708,0.0,92.49,0.0,0.0
238,239.0,-8727.0,264.0,31.16,1.0,0.0,1.0,1.0,8730.992,0.0,91.69,0.0,-0.0
239,240.0,-9084.0,-42.0,31.09,-2.0,1.0,2.236,0.44722719141323786,9084.097,0.0,269.78,-0.0,0.0
240,241.0,-8520.0,-15.0,31.16,-3.0,-6.0,6.708,0.1490757304710793,8520.013,0.001,269.94,-0.0,0.0
241,242.0,-8403.0,-115.0,31.09,-1.0,1.0,1.414,0.7072135785007072,8403.787,0.0,269.26,0.0,0.0
242,243.0,-8485.0,-273.0,31.16,-2.0,-3.0,3.606,0.27731558513588467,8489.391,0.0,268.2,0.0,0.0
243,244.0,-8152.0,-411.0,31.25,-2.0,0.0,2.0,0.5,8162.354,0.0,267.16,0.0,-0.0
244,245.0,-8032.0,-515.0,31.09,-2.0,-7.0,7.28,0.13736263736263735,8048.494,0.001,266.38,-0.0,-0.0
245,246.0,-8172.0,-626.0,31.12,0.0,-4.0,4.0,0.25,8195.942,0.0,265.66,-0.0,-0.0
246,247.0,-7748.0,-777.0,31.12,-4.0,3.0,5.0,0.2,7786.863,0.001,264.32,-0.0,0.0
247,248.0,-7660.0,-874.0,31.19,0.0,-7.0,7.0,0.14285714285714285,7709.7,0.001,263.53,-0.0,0.0
248,249.0,-7676.0,-887.0,31.12,8.0,-1.0,8.062,0.12403870007442323,7727.079,0.001,263.45,-0.0,0.0
249,250.0,-5369.0,-2473.0,31.19,0.0,0.0,0.0,1.0,5911.167,0.0,245.3,-0.0,0.0
250,251.0,-7285.0,-1165.0,31.06,0.0,-4.0,4.0,0.25,7377.564,0.001,260.96,0.0,-0.0
251,252.0,-7225.0,-1199.0,31.16,-1.0,-5.0,5.099,0.19611688566385566,7323.812,0.001,260.62,0.0,-0.0
252,253.0,-6989.0,-1458.0,31.16,0.0,-1.0,1.0,1.0,7139.46,0.0,258.26,-0.0,0.0
253,254.0,-6895.0,-1421.0,31.25,-7.0,4.0,8.062,0.12403870007442323,7039.905,0.001,258.39,-0.0,0.0
254,255.0,-6795.0,-1464.0,31.19,3.0,-4.0,5.0,0.2,6950.922,0.001,257.88,-0.0,0.0
255,256.0,-6569.0,-1682.0,31.19,1.0,5.0,5.099,0.19611688566385566,6780.921,0.001,255.68,0.0,0.0
256,257.0,-6457.0,-1664.0,31.22,0.0,-2.0,2.0,0.5,6667.964,0.0,255.59,0.0,0.0
257,258.0,-6280.0,-1750.0,31.16,1.0,5.0,5.099,0.19611688566385566,6519.271,0.001,254.47,0.0,-0.0
258,259.0,-6127.0,-1894.0,31.09,1.0,-5.0,5.099,0.19611688566385566,6413.062,0.001,252.86,-0.0,-0.0
259,260.0,-6198.0,-1906.0,31.19,-1.0,-1.0,1.414,0.7072135785007072,6484.446,0.0,252.94,-0.0,-0.0
260,261.0,-5926.0,-2032.0,31.12,-1.0,-3.0,3.162,0.3162555344718533,6264.703,0.001,251.11,-0.0,0.0
261,262.0,-5742.0,-2105.0,31.28,1.0,2.0,2.236,0.44722719141323786,6115.684,0.0,249.9,0.0,0.0
262,263.0,-5682.0,-2149.0,31.19,-5.0,3.0,5.831,0.1714971702966901,6074.811,0.001,249.32,0.0,0.0
263,264.0,-5524.0,-2252.0,31.16,3.0,-2.0,3.606,0.27731558513588467,5965.407,0.001,247.85,0.0,-0.0
264,265.0,-5362.0,-2282.0,31.19,-4.0,-4.0,5.657,0.176772140710624,5827.398,0.001,246.98,-0.0,-0.0
265,266.0,-5248.0,-2398.0,31.16,-1.0,0.0,1.0,1.0,5769.914,0.0,245.48,-0.0,0.0
266,267.0,-5190.0,-2447.0,31.12,-2.0,2.0,2.828,0.3536067892503536,5737.936,0.0,244.79,-0.0,0.0
267,268.0,-5057.0,-2379.0,31.09,-2.0,0.0,2.0,0.5,5588.639,0.0,244.84,-0.0,0.0
268,269.0,-4839.0,-2549.0,31.12,1.0,-4.0,4.123,0.24254183846713556,5469.307,0.001,242.25,0.0,-0.0
269,270.0,-4741.0,-2588.0,31.12,0.0,5.0,5.0,0.2,5401.373,0.001,241.4,0.0,-0.0
270,271.0,-4653.0,-2517.0,31.19,-1.0,-4.0,4.123,0.24254183846713556,5290.151,0.001,241.62,0.0,-0.0
271,272.0,-4444.0,-2679.0,31.19,0.0,-4.0,4.0,0.25,5189.044,0.001,238.95,-0.0,0.0
272,273.0,-4338.0,-2663.0,31.19,3.0,-6.0,6.708,0.1490757304710793,5090.168,0.001,238.48,-0.0,0.0
273,274.0,-4292.0,-2649.0,31.12,0.0,-3.0,3.0,0.3333333333333333,5043.656,0.001,238.35,-0.0,0.0
274,275.0,-3993.0,-2747.0,31.12,1.0,1.0,1.414,0.7072135785007072,4846.654,0.0,235.5,0.0,-0.0
275,276.0,-3986.0,-2738.0,31.06,-1.0,-2.0,2.236,0.44722719141323786,4835.787,0.0,235.54,0.0,-0.0
276,277.0,-3889.0,-2780.0,31.16,-1.0,2.0,2.236,0.44722719141323786,4780.452,0.0,234.47,-0.0,-0.0
277,278.0,-3633.0,-2822.0,31.19,2.0,-4.0,4.472,0.22361359570661893,4600.258,0.001,232.19,-0.0,0.0
278,279.0,-3655.0,-2805.0,31.19,5.0,-4.0,6.403,0.15617679212868968,4607.282,0.001,232.52,-0.0,0.0
279,280.0,-3535.0,-2851.0,31.12,5.0,-9.0,10.296,0.09712509712509713,4541.412,0.002,231.14,0.0,0.0
280,281.0,-3315.0,-2824.0,31.19,-2.0,-1.0,2.236,0.44722719141323786,4354.791,0.001,229.6,0.0,-0.0
281,282.0,-3275.0,-2848.0,31.25,-2.0,-4.0,4.472,0.22361359570661893,4340.13,0.001,229.01,0.0,-0.0
282,283.0,-3125.0,-2847.0,31.09,-1.0,2.0,2.236,0.44722719141323786,4227.415,0.001,227.69,-0.0,-0.0
283,284.0,-3013.0,-2826.0,31.12,-3.0,0.0,3.0,0.3333333333333333,4130.913,0.001,226.86,-0.0,0.0
284,285.0,-2902.0,-2854.0,31.16,1.0,-3.0,3.162,0.3162555344718533,4070.248,0.001,225.5,0.0,0.0
285,286.0,-2768.0,-2841.0,31.22,3.0,0.0,3.0,0.3333333333333333,3966.498,0.001,224.28,0.0,0.0
286,287.0,-2744.0,-2833.0,31.19,-5.0,0.0,5.0,0.2,3944.037,0.001,224.11,0.0,0.0
287,288.0,-2559.0,-2837.0,31.19,-4.0,-2.0,4.472,0.22361359570661893,3820.609,0.001,222.07,-0.0,-0.0
288,289.0,-2475.0,-2833.0,31.12,-1.0,0.0,1.0,1.0,3761.85,0.0,221.16,-0.0,-0.0
289,290.0,-2518.0,-2874.0,31.16,1.0,-1.0,1.414,0.7072135785007072,3821.021,0.0,221.24,-0.0,-0.0
290,291.0,-2212.0,-2770.0,31.12,-1.0,-1.0,1.414,0.7072135785007072,3544.833,0.0,218.63,0.0,0.0
291,292.0,-2174.0,-2773.0,31.16,4.0,0.0,4.0,0.25,3523.607,0.001,218.12,0.0,0.0
292,293.0,-2095.0,-2763.0,31.22,0.0,-2.0,2.0,0.5,3467.448,0.001,217.19,0.0,-0.0
293,294.0,-1893.0,-2680.0,31.19,5.0,2.0,5.385,0.18570102135561747,3281.135,0.002,215.25,-0.0,-0.0
294,295.0,-1843.0,-2655.0,31.16,3.0,0.0,3.0,0.3333333333333333,3231.977,0.001,214.78,-0.0,-0.0
295,296.0,-1775.0,-2658.0,31.12,-1.0,-3.0,3.162,0.3162555344718533,3196.184,0.001,213.75,-0.0,0.0
296,297.0,-1599.0,-2549.0,31.22,0.0,-3.0,3.0,0.3333333333333333,3009.02,0.001,212.12,0.0,0.0
297,298.0,-1600.0,-2595.0,31.19,-3.0,-4.0,5.0,0.2,3048.61,0.002,211.67,0.0,0.0
298,299.0,-1468.0,-2542.0,31.16,0.0,1.0,1.0,1.0,2935.437,0.0,210.02,0.0,-0.0
299,300.0,-1546.0,-2651.0,31.16,-2.0,-2.0,2.828,0.3536067892503536,3068.862,0.001,210.27,0.0,-0.0
300,301.0,-1283.0,-2440.0,31.12,0.0,3.0,3.0,0.3333333333333333,2756.753,0.001,207.75,-0.0,0.0
301,302.0,-1231.0,-2397.0,31.16,2.0,-2.0,2.828,0.3536067892503536,2694.619,0.001,207.2,-0.0,0.0
302,303.0,-1205.0,-2375.0,31.19,-3.0,1.0,3.162,0.3162555344718533,2663.203,0.001,206.92,-0.0,0.0
303,304.0,-1065.0,-2280.0,31.19,-1.0,5.0,5.099,0.19611688566385566,2516.471,0.002,205.05,0.0,-0.0
304,305.0,-980.0,-2214.0,31.12,0.0,-7.0,7.0,0.14285714285714285,2421.197,0.003,203.89,0.0,-0.0
305,306.0,-1005.0,-2258.0,31.22,3.0,1.0,3.162,0.3162555344718533,2471.556,0.001,204.01,0.0,-0.0
306,307.0,-826.0,-2066.0,31.19,-8.0,3.0,8.544,0.11704119850187265,2225.002,0.004,201.8,-0.0,0.0
307,308.0,-774.0,-2034.0,31.12,1.0,-2.0,2.236,0.44722719141323786,2176.289,0.001,200.84,-0.0,0.0
308,309.0,-786.0,-2083.0,31.22,-3.0,1.0,3.162,0.3162555344718533,2226.361,0.001,200.68,-0.0,0.0
309,310.0,-633.0,-1891.0,31.19,1.0,-6.0,6.083,0.1643925694558606,1994.134,0.003,198.52,0.0,-0.0
310,311.0,-618.0,-1904.0,31.16,-1.0,-1.0,1.414,0.7072135785007072,2001.784,0.001,197.99,0.0,-0.0
311,312.0,-574.0,-1887.0,31.16,-5.0,-2.0,5.385,0.18570102135561747,1972.37,0.003,196.93,-0.0,-0.0
312,313.0,-454.0,-1703.0,31.12,-2.0,2.0,2.828,0.3536067892503536,1762.477,0.002,194.93,-0.0,0.0
313,314.0,-480.0,-1761.0,31.06,-1.0,-2.0,2.236,0.44722719141323786,1825.245,0.001,195.25,-0.0,0.0
314,315.0,-417.0,-1703.0,31.12,-1.0,5.0,5.099,0.19611688566385566,1753.311,0.003,193.77,0.0,0.0
315,316.0,-323.0,-1531.0,31.16,0.0,-6.0,6.0,0.16666666666666666,1564.701,0.004,191.92,0.0,-0.0
316,317.0,-313.0,-1582.0,31.19,8.0,-3.0,8.544,0.11704119850187265,1612.666,0.005,191.2,0.0,-0.0
317,318.0,-273.0,-1523.0,31.19,-1.0,-1.0,1.414,0.7072135785007072,1547.274,0.001,190.17,-0.0,-0.0
318,319.0,-225.0,-1443.0,31.22,6.0,-3.0,6.708,0.1490757304710793,1460.436,0.005,188.87,-0.0,0.0
319,320.0,-224.0,-1541.0,31.12,-6.0,-4.0,7.211,0.13867702121758424,1557.195,0.005,188.27,-0.0,0.0
320,321.0,-165.0,-1355.0,31.12,-8.0,-2.0,8.246,0.12127091923356778,1365.009,0.006,186.95,0.0,0.0
321,322.0,-145.0,-1355.0,31.19,-6.0,4.0,7.211,0.13867702121758424,1362.736,0.005,186.11,0.0,-0.0
322,323.0,-101.0,-1294.0,31.19,-5.0,-6.0,7.81,0.12804097311139565,1297.936,0.006,184.47,-0.0,-0.01
323,324.0,-71.0,-1237.0,31.19,3.0,-2.0,3.606,0.27731558513588467,1239.036,0.003,183.29,-0.0,-0.0
324,325.0,-73.0,-1295.0,31.22,2.0,-1.0,2.236,0.44722719141323786,1297.056,0.002,183.23,-0.0,-0.0
325,326.0,-22.0,-1139.0,31.16,-5.0,-3.0,5.831,0.1714971702966901,1139.212,0.005,181.11,0.0,0.0
326,327.0,-5.0,-1110.0,31.09,-8.0,-9.0,12.042,0.08304268393954493,1110.011,0.011,180.26,0.01,0.0
327,328.0,-8.0,-1168.0,31.16,-4.0,-2.0,4.472,0.22361359570661893,1168.027,0.004,180.39,0.0,0.0
328,329.0,42.0,-1001.0,31.19,-5.0,-3.0,5.831,0.1714971702966901,1001.881,0.006,177.6,-0.0,-0.0
329,330.0,32.0,-982.0,31.12,-2.0,1.0,2.236,0.44722719141323786,982.521,0.002,178.13,-0.0,-0.0
330,331.0,74.0,-995.0,31.16,2.0,3.0,3.606,0.27731558513588467,997.748,0.004,175.74,-0.0,0.0
331,332.0,98.0,-839.0,31.09,2.0,-7.0,7.28,0.13736263736263735,844.704,0.009,173.33,0.01,-0.0
332,333.0,190.0,-1016.0,31.19,3.0,-2.0,3.606,0.27731558513588467,1033.613,0.003,169.4,-0.0,0.0
333,334.0,132.0,-790.0,31.16,4.0,6.0,7.211,0.13867702121758424,800.952,0.009,170.51,-0.01,0.0
334,335.0,133.0,-686.0,31.06,2.0,-2.0,2.828,0.3536067892503536,698.774,0.004,169.02,-0.0,0.0
335,336.0,128.0,-721.0,31.19,0.0,2.0,2.0,0.5,732.274,0.003,169.93,-0.0,0.0
336,337.0,126.0,-699.0,31.12,1.0,-2.0,2.236,0.44722719141323786,710.265,0.003,169.78,-0.0,0.0
337,338.0,139.0,-589.0,31.19,3.0,-1.0,3.162,0.3162555344718533,605.179,0.005,166.71,0.0,-0.0
338,339.0,156.0,-607.0,31.19,-3.0,-4.0,5.0,0.2,626.726,0.008,165.58,-0.0,-0.01
339,340.0,144.0,-586.0,31.16,-1.0,-2.0,2.236,0.44722719141323786,603.434,0.004,166.19,0.0,-0.0
340,341.0,144.0,-477.0,31.25,1.0,-3.0,3.162,0.3162555344718533,498.262,0.006,163.19,-0.0,0.01
341,342.0,152.0,-465.0,31.19,-2.0,-2.0,2.828,0.3536067892503536,489.213,0.006,161.89,0.0,0.0
342,343.0,150.0,-435.0,31.12,-5.0,2.0,5.385,0.18570102135561747,460.136,0.012,160.96,0.01,-0.0
343,344.0,141.0,-384.0,31.12,-3.0,2.0,3.606,0.27731558513588467,409.068,0.009,159.83,0.0,-0.01
344,345.0,143.0,-359.0,31.12,-2.0,4.0,4.472,0.22361359570661893,386.432,0.012,158.27,-0.01,-0.0
345,346.0,134.0,-323.0,31.12,-4.0,-3.0,5.0,0.2,349.693,0.014,157.46,-0.01,0.01
346,347.0,131.0,-306.0,31.25,0.0,-3.0,3.0,0.3333333333333333,332.862,0.009,156.81,-0.0,0.01
347,348.0,125.0,-266.0,31.09,4.0,-2.0,4.472,0.22361359570661893,293.906,0.015,154.82,0.01,-0.0
348,349.0,117.0,-240.0,31.12,-4.0,1.0,4.123,0.24254183846713556,267.0,0.015,154.0,0.01,-0.01
349,350.0,99.0,-123.0,31.19,-1.0,-2.0,2.236,0.44722719141323786,157.892,0.014,141.15,0.01,-0.01
350,351.0,99.0,-180.0,31.19,-2.0,0.0,2.0,0.5,205.429,0.01,151.17,-0.01,0.01
351,352.0,94.0,-167.0,31.12,0.0,3.0,3.0,0.3333333333333333,191.638,0.016,150.61,-0.01,0.01
352,353.0,94.0,-113.0,31.12,2.0,-1.0,2.236,0.44722719141323786,146.986,0.015,140.22,-0.01,-0.01
353,354.0,91.0,-139.0,31.06,-2.0,-3.0,3.606,0.27731558513588467,166.138,0.022,146.77,-0.01,-0.02
354,355.0,89.0,-137.0,31.16,-4.0,1.0,4.123,0.24254183846713556,163.371,0.025,146.97,-0.0,-0.02
355,356.0,93.0,-140.0,31.16,-2.0,1.0,2.236,0.44722719141323786,168.074,0.013,146.39,-0.01,-0.01
356,357.0,76.0,-115.0,31.16,4.0,-3.0,5.0,0.2,137.844,0.036,146.52,-0.02,-0.03
357,358.0,87.0,-117.0,31.12,-4.0,-4.0,5.657,0.176772140710624,145.801,0.039,143.35,0.02,0.03
358,359.0,82.0,-117.0,31.12,2.0,-4.0,4.472,0.22361359570661893,142.874,0.031,144.96,-0.03,0.01
359,360.0,49.0,-22.0,31.03,4.0,-4.0,5.657,0.176772140710624,53.712,0.105,114.15,-0.1,-0.01
360,361.0,83.0,-102.0,31.09,-3.0,-2.0,3.606,0.27731558513588467,131.503,0.027,140.84,0.0,-0.03
361,362.0,72.0,-88.0,31.09,-4.0,-1.0,4.123,0.24254183846713556,113.701,0.036,140.69,-0.0,-0.04
362,363.0,66.0,-74.0,31.19,0.0,0.0,0.0,1.0,99.156,0.01,138.25,-0.01,0.01
363,364.0,63.0,-67.0,31.09,-2.0,0.0,2.0,0.5,91.967,0.022,136.74,0.02,0.01
364,365.0,57.0,-69.0,31.19,2.0,1.0,2.236,0.44722719141323786,89.499,0.025,140.42,-0.01,-0.02
365,366.0,62.0,-63.0,31.19,3.0,0.0,3.0,0.3333333333333333,88.391,0.034,135.44,0.03,-0.02
366,367.0,46.0,-47.0,31.16,-2.0,-1.0,2.236,0.44722719141323786,65.765,0.034,135.59,0.03,-0.01
367,368.0,43.0,-41.0,31.16,-2.0,2.0,2.828,0.3536067892503536,59.414,0.048,133.61,-0.04,-0.03
368,369.0,39.0,-42.0,31.19,1.0,-2.0,2.236,0.44722719141323786,57.315,0.039,137.1,0.02,0.03
369,370.0,18.0,-19.0,31.16,-3.0,-2.0,3.606,0.27731558513588467,26.173,0.138,136.53,0.12,0.07
370,371.0,22.0,-11.0,31.12,4.0,-1.0,4.123,0.24254183846713556,24.597,0.168,116.53,0.13,-0.1
371,372.0,23.0,-10.0,31.12,3.0,2.0,3.606,0.27731558513588467,25.08,0.144,113.46,-0.12,0.08
372,373.0,5.0,-7.0,31.09,1.0,0.0,1.0,1.0,8.602,0.116,144.44,-0.06,0.1
373,374.0,5.0,-8.0,31.19,-3.0,-4.0,5.0,0.2,9.434,0.53,147.98,0.44,-0.3
374,375.0,0.0,-2.0,31.12,0.0,-1.0,1.0,1.0,1.0,1.0,1.0,0.54,0.84
375,376.0,-3.0,-6.0,31.06,3.0,-2.0,3.606,0.27731558513588467,6.708,0.538,206.58,0.07,0.53
376,377.0,0.0,-1.0,31.09,-1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.54,0.84
377,378.0,-3.0,1.0,31.12,2.0,3.0,3.606,0.27731558513588467,3.162,1.14,108.4,-0.9,-0.7
378,379.0,3.0,-3.0,31.12,-2.0,-1.0,2.236,0.44722719141323786,4.243,0.527,134.98,0.27,-0.45
379,380.0,-2.0,2.0,31.16,-2.0,-7.0,7.28,0.13736263736263735,2.828,2.574,134.98,1.31,-2.22
380,381.0,-1.0,-3.0,31.19,0.0,1.0,1.0,1.0,3.162,0.316,198.44,0.29,-0.13
381,382.0,1.0,-5.0,31.19,1.0,-5.0,5.099,0.19611688566385566,5.099,1.0,168.68,0.32,0.95
382,383.0,1.0,-2.0,31.03,3.0,3.0,4.243,0.23568230025925052,2.236,1.898,153.42,0.23,-1.88
383,384.0,1.0,0.0,31.06,-2.0,-7.0,7.28,0.13736263736263735,1.0,7.28,1.0,3.93,6.13
384,385.0,2.0,1.0,31.09,4.0,3.0,5.0,0.2,2.236,2.236,63.47,1.8,1.33
385,386.0,5.0,-4.0,31.19,1.0,-4.0,4.123,0.24254183846713556,6.403,0.644,128.63,0.29,-0.58
386,387.0,2.0,1.0,31.22,-2.0,3.0,3.606,0.27731558513588467,2.236,1.613,63.47,1.3,0.96
387,388.0,0.0,-2.0,31.12,2.0,-3.0,3.606,0.27731558513588467,1.0,1.0,1.0,0.54,0.84
388,389.0,0.0,-4.0,31.16,-5.0,4.0,6.403,0.15617679212868968,1.0,1.0,1.0,0.54,0.84
389,390.0,1.0,-1.0,31.12,2.0,-1.0,2.236,0.44722719141323786,1.414,1.581,134.98,0.8,-1.36
390,391.0,3.0,-2.0,31.06,4.0,-2.0,4.472,0.22361359570661893,3.606,1.24,123.66,1.21,0.26
391,392.0,-3.0,2.0,31.16,-4.0,5.0,6.403,0.15617679212868968,3.606,1.776,123.66,1.74,0.37
392,393.0,0.0,6.0,31.09,-1.0,-8.0,8.062,0.12403870007442323,1.0,1.0,1.0,0.54,0.84
393,394.0,-8.0,-6.0,31.12,5.0,-2.0,5.385,0.18570102135561747,10.0,0.538,233.16,-0.52,0.13
394,395.0,0.0,-3.0,31.25,-1.0,-7.0,7.071,0.14142271248762553,1.0,1.0,1.0,0.54,0.84
395,396.0,1.0,2.0,31.19,2.0,1.0,2.236,0.44722719141323786,2.236,1.0,26.58,0.12,0.99
396,397.0,-5.0,3.0,31.16,-4.0,2.0,4.472,0.22361359570661893,5.831,0.767,120.93,-0.62,-0.45
397,398.0,3.0,0.0,31.12,-1.0,-1.0,1.414,0.7072135785007072,3.0,0.471,1.0,0.25,0.4
398,399.0,-2.0,1.0,31.12,6.0,0.0,6.0,0.16666666666666666,2.236,2.683,116.53,2.15,-1.6
399,400.0,-15.0,2.0,31.19,13.0,-2.0,13.153,0.07602828252109785,15.133,0.869,97.55,0.62,-0.6
400,401.0,-4.0,0.0,31.12,-8.0,-1.0,8.062,0.12403870007442323,4.0,2.015,1.0,1.09,1.7
401,402.0,0.0,3.0,31.09,6.0,-4.0,7.211,0.13867702121758424,1.0,1.0,1.0,0.54,0.84
402,403.0,1.0,4.0,31.25,2.0,2.0,2.828,0.3536067892503536,4.123,0.686,14.04,0.07,0.68
403,404.0,0.0,-4.0,31.09,3.0,-2.0,3.606,0.27731558513588467,1.0,1.0,1.0,0.54,0.84
404,405.0,2.0,10.0,31.16,6.0,0.0,6.0,0.16666666666666666,10.198,0.588,11.32,0.19,-0.56
405,406.0,-4.0,-9.0,31.19,-1.0,2.0,2.236,0.44722719141323786,9.849,0.227,203.97,0.09,-0.21
406,407.0,3.0,-4.0,31.16,0.0,-4.0,4.0,0.25,5.0,0.8,143.11,0.55,0.58
407,408.0,0.0,0.0,31.16,-9.0,-10.0,13.454,0.07432733759476735,1.0,1.0,1.0,0.54,0.84
408,409.0,-1.0,-12.0,31.16,-9.0,-3.0,9.487,0.10540739959945188,12.042,0.788,184.77,0.05,-0.79
409,410.0,0.0,0.0,31.12,2.0,1.0,2.236,0.44722719141323786,1.0,1.0,1.0,0.54,0.84
410,411.0,0.0,0.0,31.19,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.54,0.84
411,412.0,-3.0,-5.0,31.09,2.0,-4.0,4.472,0.22361359570661893,5.831,0.767,210.98,0.7,-0.32
412,413.0,2.0,-6.0,31.09,2.0,-3.0,3.606,0.27731558513588467,6.325,0.57,161.56,0.52,0.23
413,414.0,-4.0,-4.0,31.12,3.0,-4.0,5.0,0.2,5.657,0.884,225.02,0.45,0.76
414,415.0,-11.0,1.0,31.19,6.0,7.0,9.22,0.10845986984815617,11.045,0.835,95.15,-0.83,0.02
415,416.0,-4.0,-1.0,31.19,3.0,-4.0,5.0,0.2,4.123,1.213,256.0,1.0,0.69
416,417.0,-1.0,2.0,31.19,1.0,1.0,1.414,0.7072135785007072,2.236,0.632,153.42,0.08,-0.63
417,418.0,-3.0,1.0,31.06,0.0,-2.0,2.0,0.5,3.162,0.633,108.4,-0.5,-0.39
418,419.0,-4.0,-1.0,31.09,-2.0,1.0,2.236,0.44722719141323786,4.123,0.542,256.0,0.45,0.31
419,420.0,1.0,-2.0,31.12,-2.0,-1.0,2.236,0.44722719141323786,2.236,1.0,153.42,0.12,-0.99
420,421.0,1.0,2.0,31.22,-4.0,-1.0,4.123,0.24254183846713556,2.236,1.844,26.58,0.23,1.83
421,422.0,3.0,-5.0,31.12,-3.0,3.0,4.243,0.23568230025925052,5.831,0.728,149.02,0.66,0.31
422,423.0,-7.0,-1.0,31.09,-1.0,11.0,11.045,0.09053870529651425,7.071,1.562,261.91,1.52,0.35
423,424.0,2.0,2.0,31.22,-3.0,5.0,5.831,0.1714971702966901,2.828,2.062,45.02,1.05,1.78
424,425.0,3.0,-2.0,31.12,2.0,-2.0,2.828,0.3536067892503536,3.606,0.784,123.66,0.77,0.16
425,426.0,-2.0,0.0,31.09,-1.0,-1.0,1.414,0.7072135785007072,2.0,0.707,1.0,0.38,0.59
426,427.0,-3.0,1.0,31.09,-2.0,4.0,4.472,0.22361359570661893,3.162,1.414,108.4,-1.12,-0.86
427,428.0,-3.0,2.0,31.12,0.0,3.0,3.0,0.3333333333333333,3.606,0.832,123.66,0.81,0.17
428,429.0,4.0,-1.0,31.16,3.0,0.0,3.0,0.3333333333333333,4.123,0.728,104.0,0.6,-0.41
429,430.0,0.0,3.0,31.16,-4.0,-2.0,4.472,0.22361359570661893,1.0,1.0,1.0,0.54,0.84
430,431.0,3.0,-2.0,31.16,4.0,-1.0,4.123,0.24254183846713556,3.606,1.143,123.66,1.12,0.24
431,432.0,-1.0,4.0,31.16,7.0,-1.0,7.071,0.14142271248762553,4.123,1.715,165.96,0.17,-1.71
432,433.0,2.0,0.0,31.16,3.0,-3.0,4.243,0.23568230025925052,2.0,2.122,1.0,1.15,1.79
433,434.0,4.0,-8.0,31.22,3.0,4.0,5.0,0.2,8.944,0.559,153.42,0.07,-0.55
434,435.0,2.0,2.0,31.09,-2.0,-3.0,3.606,0.27731558513588467,2.828,1.275,45.02,0.65,1.1
